epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,408.883,2.27145,1.41793,0.00355,0.37899,0.28172,0.23072,0.13021,2.13073,0.75794,0.00313,0.000998182,0.000998182,0.0910164
2,851.141,2.10622,0.79466,0.003,0.51469,0.43442,0.41083,0.22594,2.02202,0.58346,0.00279,0.0019802,0.0019802,0.0819984
3,1263.85,2.02142,0.63749,0.00278,0.58011,0.49721,0.50316,0.2878,1.95146,0.51569,0.00267,0.00294421,0.00294421,0.0729624
4,1678.4,1.96942,0.55555,0.00267,0.64329,0.55,0.57666,0.32549,1.89328,0.45983,0.0025,0.00389023,0.00389023,0.0639084
5,2092.61,1.92781,0.49617,0.00259,0.68127,0.58907,0.62045,0.35193,1.84701,0.42319,0.00244,0.00481825,0.00481825,0.0548364
6,2505.98,1.89788,0.45734,0.00253,0.71195,0.6066,0.65448,0.37873,1.83668,0.40663,0.00244,0.00572826,0.00572826,0.0457464
7,2939.36,1.8724,0.42801,0.00249,0.73905,0.63646,0.69241,0.4055,1.7824,0.37352,0.00235,0.00662028,0.00662028,0.0366385
8,3367.62,1.85977,0.40781,0.00247,0.75218,0.66163,0.7148,0.42004,1.77642,0.36052,0.00234,0.0074943,0.0074943,0.0275125
9,3783.03,1.84963,0.38368,0.00245,0.79061,0.67491,0.73356,0.43451,1.77493,0.32842,0.00234,0.00835031,0.00835031,0.0183685
10,4195.31,1.85048,0.37136,0.00244,0.79589,0.66676,0.72979,0.42482,1.81306,0.34368,0.00242,0.00918833,0.00918833,0.00920651
11,4603.65,1.82525,0.35236,0.00242,0.82572,0.70705,0.77199,0.46722,1.72103,0.30118,0.00224,0.0091,0.0091,0.0091
12,5018.78,1.78507,0.33208,0.00235,0.8462,0.71607,0.78526,0.48112,1.69284,0.28489,0.00223,0.00901,0.00901,0.00901
13,5462.63,1.75379,0.31729,0.0023,0.85126,0.73325,0.79717,0.49288,1.66756,0.27388,0.00218,0.00892,0.00892,0.00892
14,5879.71,1.74204,0.31004,0.00227,0.85118,0.73854,0.80443,0.50146,1.63058,0.26897,0.0021,0.00883,0.00883,0.00883
15,6294.88,1.72858,0.29967,0.00222,0.86874,0.74894,0.8165,0.5127,1.60646,0.25651,0.00206,0.00874,0.00874,0.00874
16,6711.39,1.70716,0.29378,0.0022,0.86722,0.75878,0.82209,0.51954,1.59385,0.25151,0.00204,0.00865,0.00865,0.00865
17,7126.7,1.69673,0.28888,0.00219,0.87239,0.75743,0.82411,0.52689,1.57834,0.24938,0.00201,0.00856,0.00856,0.00856
18,7547.73,1.68438,0.28366,0.00217,0.87634,0.76528,0.83014,0.53179,1.56415,0.24287,0.00199,0.00847,0.00847,0.00847
19,7987.24,1.67945,0.27917,0.00215,0.88331,0.77046,0.83601,0.53654,1.55404,0.23915,0.00198,0.00838,0.00838,0.00838
20,8403.38,1.66725,0.27484,0.00214,0.884,0.77751,0.8381,0.53902,1.55142,0.23599,0.00197,0.00829,0.00829,0.00829
