epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,293.437,1.85526,0.86296,1.04086,0.51134,0.49741,0.44304,0.23843,1.71829,0.41515,1.02678,0.000999249,0.000999249,0.0910068
2,581.931,1.61573,0.43252,0.96688,0.72165,0.53242,0.57957,0.34426,1.62189,0.34918,0.99484,0.00199745,0.00199745,0.082005
3,864.004,1.53209,0.37408,0.94287,0.7051,0.54738,0.59657,0.36606,1.56391,0.33708,0.97405,0.00299385,0.00299385,0.0730014
4,1143.69,1.49024,0.3483,0.93103,0.70975,0.59435,0.6777,0.43207,1.52598,0.3158,0.97293,0.00398845,0.00398845,0.063996
5,1413.52,1.46642,0.33232,0.92599,0.73363,0.70619,0.67309,0.42721,1.48826,0.3139,0.95953,0.00498125,0.00498125,0.0549888
6,1677.66,1.41614,0.30851,0.91179,0.68044,0.65149,0.66598,0.42391,1.4311,0.2815,0.93864,0.00597225,0.00597225,0.0459798
7,1947.05,1.4143,0.30481,0.91165,0.70661,0.77201,0.73957,0.49202,1.40597,0.27785,0.93542,0.00696145,0.00696145,0.036969
8,2192.35,1.41802,0.30481,0.9123,0.73406,0.70153,0.71215,0.46404,1.41093,0.27799,0.93403,0.00794885,0.00794885,0.0279564
9,2457.17,1.4179,0.30389,0.91104,0.7393,0.68268,0.72339,0.46792,1.40246,0.27512,0.92752,0.00893445,0.00893445,0.018942
10,2720.05,1.41507,0.30381,0.90869,0.75672,0.66341,0.71512,0.46377,1.39601,0.27732,0.92337,0.00991826,0.00991826,0.00992576
11,2990,1.40103,0.29744,0.90276,0.76395,0.76595,0.74465,0.49407,1.38421,0.27123,0.91191,0.00991,0.00991,0.00991
12,3252.8,1.37029,0.28636,0.89342,0.79183,0.74863,0.75766,0.50922,1.36531,0.26151,0.90534,0.009901,0.009901,0.009901
13,3515.96,1.3492,0.2779,0.88939,0.75494,0.74769,0.75005,0.4977,1.35158,0.25941,0.89973,0.009892,0.009892,0.009892
14,3782.65,1.33507,0.27317,0.88421,0.78248,0.76139,0.75981,0.51273,1.3448,0.25394,0.89587,0.009883,0.009883,0.009883
