epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,331.471,1.38736,0.68229,0.86256,0.628,0.71753,0.62856,0.39368,1.46938,0.85733,0.90662,0.000476154,0.000476154,0.000476154
2,644.398,1.43132,0.7149,0.87163,0.68496,0.71284,0.66152,0.40952,1.4882,0.87299,0.90512,0.000763895,0.000763895,0.000763895
3,951.935,1.41678,0.69831,0.86771,0.72049,0.731,0.74093,0.48228,1.43547,0.83148,0.89992,0.000863008,0.000863008,0.000863008
4,1255.42,1.36806,0.66219,0.85959,0.75288,0.75626,0.76099,0.50389,1.38885,0.79921,0.88846,0.000580174,0.000580174,0.000580174
5,1559.41,1.3044,0.62082,0.84898,0.77149,0.78518,0.78047,0.51994,1.34046,0.74389,0.87792,0.000297232,0.000297232,0.000297232
