epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,277.822,1.74839,0.64918,1.00651,0.63068,0.49773,0.51683,0.30057,1.68373,0.36059,1.00125,0.00333083,0.00333083,0.0700225
2,546.208,1.52369,0.3407,0.94269,0.77843,0.56776,0.61439,0.38178,1.58313,0.30545,0.98018,0.00664417,0.00664417,0.0400025
3,809.745,1.49868,0.32043,0.93403,0.74195,0.53617,0.55091,0.31893,1.63077,0.3299,0.99572,0.00993751,0.00993751,0.00996254
4,1070.38,1.45538,0.29985,0.92755,0.73023,0.62135,0.64403,0.39017,1.5429,0.28497,0.97793,0.00991,0.00991,0.00991
5,1331.6,1.36368,0.26435,0.90797,0.81534,0.67434,0.70338,0.42278,1.49129,0.26023,0.96172,0.00988,0.00988,0.00988
6,1594,1.30891,0.24731,0.89771,0.7143,0.64117,0.6697,0.41386,1.44601,0.25172,0.94526,0.00985,0.00985,0.00985
7,1845.91,1.26889,0.23456,0.88924,0.70401,0.76828,0.73073,0.46055,1.41031,0.23849,0.93685,0.00982,0.00982,0.00982
8,2102.81,1.23791,0.22646,0.88194,0.74961,0.69345,0.71573,0.45643,1.3953,0.23471,0.9289,0.00979,0.00979,0.00979
9,2368.93,1.21168,0.21926,0.87733,0.69819,0.73601,0.70172,0.44935,1.3808,0.23105,0.93356,0.00976,0.00976,0.00976
10,2636.19,1.19049,0.21362,0.8722,0.77591,0.67049,0.71372,0.46209,1.37562,0.22688,0.92696,0.00973,0.00973,0.00973
11,2902.43,1.17175,0.20948,0.86815,0.7746,0.65885,0.7129,0.46141,1.36056,0.22353,0.9235,0.0097,0.0097,0.0097
12,3171.84,1.15662,0.20572,0.86513,0.75922,0.67619,0.70356,0.45908,1.34606,0.22377,0.9203,0.00967,0.00967,0.00967
13,3433.23,1.1437,0.20259,0.86253,0.76132,0.67661,0.68104,0.43652,1.34328,0.22377,0.92173,0.00964,0.00964,0.00964
14,3701.13,1.13197,0.19986,0.8599,0.7635,0.6847,0.70999,0.45872,1.33837,0.21966,0.91873,0.00961,0.00961,0.00961
15,3962.53,1.11988,0.19776,0.85745,0.77987,0.70493,0.7273,0.47313,1.33169,0.21734,0.92027,0.00958,0.00958,0.00958
16,4228.62,1.11118,0.19565,0.85519,0.7688,0.68222,0.71581,0.45707,1.32561,0.2162,0.9212,0.00955,0.00955,0.00955
17,4492.27,1.09938,0.19332,0.85308,0.7755,0.70613,0.72012,0.46234,1.32064,0.21636,0.91981,0.00952,0.00952,0.00952
18,4739.77,1.08895,0.19173,0.8512,0.7634,0.68327,0.7028,0.45107,1.32175,0.21513,0.92034,0.00949,0.00949,0.00949
19,5006.12,1.08234,0.1902,0.84947,0.76432,0.68701,0.69444,0.4462,1.32057,0.21621,0.91994,0.00946,0.00946,0.00946
20,5272.21,1.07407,0.18892,0.84795,0.76517,0.68941,0.68888,0.44242,1.32061,0.21514,0.91963,0.00943,0.00943,0.00943
21,5539.64,1.06742,0.18763,0.84687,0.76783,0.68747,0.68502,0.44212,1.32264,0.21554,0.92092,0.0094,0.0094,0.0094
22,5806.03,1.06334,0.1863,0.84586,0.76569,0.69094,0.68942,0.44266,1.32188,0.21435,0.9215,0.00937,0.00937,0.00937
23,6069.67,1.05463,0.18498,0.8441,0.76736,0.69045,0.68858,0.43868,1.31976,0.21478,0.92196,0.00934,0.00934,0.00934
24,6331.02,1.04882,0.18379,0.84289,0.76814,0.69218,0.69026,0.44254,1.3185,0.21435,0.92236,0.00931,0.00931,0.00931
25,6593.41,1.04475,0.18345,0.84228,0.76919,0.69033,0.69165,0.44231,1.31793,0.2141,0.92277,0.00928,0.00928,0.00928
26,6858.39,1.03575,0.18182,0.84064,0.76826,0.6911,0.69302,0.44253,1.31696,0.21426,0.9225,0.00925,0.00925,0.00925
27,7123.01,1.03449,0.18134,0.84072,0.7644,0.69395,0.69417,0.44435,1.31623,0.21455,0.92249,0.00922,0.00922,0.00922
28,7386.5,1.02876,0.18066,0.83935,0.7656,0.69235,0.69801,0.44953,1.31578,0.21457,0.92247,0.00919,0.00919,0.00919
29,7629.28,1.02609,0.17996,0.83938,0.76407,0.69449,0.69838,0.4495,1.3152,0.21454,0.92272,0.00916,0.00916,0.00916
30,7891.54,1.02123,0.17962,0.83819,0.76371,0.6938,0.69556,0.44684,1.31409,0.21503,0.92265,0.00913,0.00913,0.00913
31,8155.01,1.01883,0.17897,0.83774,0.7629,0.69553,0.69527,0.44977,1.31333,0.21532,0.92285,0.0091,0.0091,0.0091
32,8417.7,1.011,0.17783,0.83656,0.7637,0.69551,0.69751,0.45112,1.31318,0.21511,0.92313,0.00907,0.00907,0.00907
33,8680.58,1.00637,0.17721,0.83548,0.76582,0.69351,0.70018,0.45054,1.31287,0.21432,0.92336,0.00904,0.00904,0.00904
34,8942.97,1.00571,0.1768,0.83507,0.76332,0.69623,0.70232,0.45126,1.31304,0.21378,0.92353,0.00901,0.00901,0.00901
35,9205.5,1.00223,0.17599,0.83452,0.7628,0.69621,0.70284,0.45248,1.31318,0.21322,0.92385,0.00898,0.00898,0.00898
36,9468.85,1.00023,0.17567,0.83381,0.76521,0.69119,0.7045,0.45331,1.3126,0.21316,0.92407,0.00895,0.00895,0.00895
37,9732.68,0.99467,0.17507,0.83324,0.76548,0.69133,0.70686,0.45546,1.31232,0.21304,0.92428,0.00892,0.00892,0.00892
38,10001.1,0.99351,0.17473,0.83264,0.76424,0.69341,0.71148,0.45902,1.31178,0.21265,0.9244,0.00889,0.00889,0.00889
39,10266.2,0.98986,0.17438,0.83199,0.76237,0.6947,0.71446,0.4614,1.31215,0.21176,0.92486,0.00886,0.00886,0.00886
40,10533.5,0.98561,0.17356,0.83118,0.76339,0.69242,0.71516,0.46221,1.31197,0.21124,0.92509,0.00883,0.00883,0.00883
41,10778.7,0.98439,0.17337,0.83179,0.76376,0.69334,0.71856,0.46412,1.31183,0.21073,0.92516,0.0088,0.0088,0.0088
42,11045.3,0.98292,0.17366,0.83095,0.76722,0.69084,0.72103,0.4655,1.31144,0.21065,0.92527,0.00877,0.00877,0.00877
43,11311,0.97919,0.17265,0.83024,0.7687,0.68875,0.71706,0.46246,1.31191,0.21098,0.92554,0.00874,0.00874,0.00874
44,11576.1,0.97982,0.17244,0.83061,0.76913,0.68839,0.7172,0.46283,1.31209,0.21102,0.92569,0.00871,0.00871,0.00871
45,11841.2,0.97514,0.17196,0.82963,0.76475,0.69086,0.7146,0.46074,1.31332,0.21123,0.92611,0.00868,0.00868,0.00868
