epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
79,37852.7,1.67407,0.69938,0.00183,0.91311,0.81738,0.87972,0.57627,1.48938,0.63243,0.00185,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,38530.9,1.67917,0.69821,0.00182,0.91453,0.81684,0.87983,0.57655,1.48833,0.63086,0.00185,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,39325.4,1.67699,0.69822,0.00184,0.91349,0.8177,0.87966,0.57667,1.48734,0.6301,0.00185,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,39949.7,1.67053,0.69673,0.00183,0.91292,0.81874,0.87997,0.57731,1.48595,0.62862,0.00185,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,40616.6,1.68379,0.69864,0.00183,0.91153,0.81973,0.87997,0.57739,1.48532,0.62858,0.00185,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,41282.6,1.67331,0.69758,0.00183,0.91215,0.81983,0.88073,0.57819,1.48362,0.62761,0.00184,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,41964.6,1.66692,0.69306,0.00183,0.9116,0.82062,0.88142,0.57846,1.48331,0.62669,0.00184,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,42690.6,1.66159,0.69112,0.00181,0.9109,0.82046,0.88184,0.57873,1.48227,0.62623,0.00184,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,43364,1.66819,0.69172,0.00181,0.90962,0.82174,0.88172,0.57903,1.48168,0.6255,0.00184,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,44001.8,1.6633,0.68953,0.0018,0.91114,0.82166,0.88226,0.57947,1.48019,0.6244,0.00184,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
