epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,25451.5,1.19373,0.58452,0.84319,0.93012,0.83093,0.88904,0.60209,1.1118,0.51254,0.82617,0.009253,0.009253,0.009253
85,25745.5,1.19394,0.58444,0.84355,0.92944,0.83123,0.88904,0.60205,1.11137,0.5123,0.82609,0.009244,0.009244,0.009244
86,26048.4,1.19388,0.58354,0.84357,0.93022,0.83081,0.88896,0.60254,1.1106,0.51201,0.82608,0.009235,0.009235,0.009235
87,26350.9,1.19695,0.58519,0.84388,0.92975,0.83149,0.88916,0.6025,1.10993,0.51178,0.826,0.009226,0.009226,0.009226
88,26647.7,1.19403,0.58441,0.84326,0.92934,0.83233,0.88917,0.60321,1.10921,0.5113,0.82591,0.009217,0.009217,0.009217
89,26945,1.19185,0.58295,0.84317,0.92918,0.83316,0.88947,0.60353,1.10888,0.51113,0.82586,0.009208,0.009208,0.009208
90,27241.1,1.19353,0.58496,0.84322,0.92974,0.83292,0.88948,0.60341,1.10875,0.51108,0.82579,0.009199,0.009199,0.009199
91,27533.5,1.19153,0.58312,0.84296,0.93097,0.83229,0.8896,0.6034,1.10826,0.5107,0.82573,0.00919,0.00919,0.00919
92,27827.9,1.19287,0.58261,0.84279,0.93101,0.83185,0.88933,0.60377,1.10807,0.51058,0.82571,0.009181,0.009181,0.009181
93,28122.4,1.19366,0.58402,0.84273,0.93128,0.83143,0.8898,0.60425,1.10776,0.5104,0.82562,0.009172,0.009172,0.009172
94,28431.6,1.18961,0.58217,0.84301,0.92998,0.83265,0.89002,0.6043,1.10767,0.51031,0.82558,0.009163,0.009163,0.009163
95,28732.7,1.19267,0.58266,0.84249,0.93038,0.83276,0.88985,0.60459,1.10742,0.51005,0.82546,0.009154,0.009154,0.009154
96,29042.2,1.19399,0.58385,0.84324,0.93004,0.83309,0.88972,0.60472,1.10684,0.50968,0.82536,0.009145,0.009145,0.009145
97,29352.5,1.19164,0.58283,0.84252,0.92969,0.83405,0.89023,0.60501,1.10638,0.50949,0.82528,0.009136,0.009136,0.009136
98,29657.3,1.19021,0.58154,0.8427,0.92948,0.83365,0.89005,0.6051,1.10625,0.50919,0.82526,0.009127,0.009127,0.009127
99,29960.1,1.19216,0.58274,0.84262,0.9301,0.83358,0.89018,0.60517,1.10585,0.50914,0.82522,0.009118,0.009118,0.009118
100,30264.6,1.19031,0.58228,0.84203,0.92982,0.83347,0.89008,0.60518,1.10548,0.5087,0.82519,0.009109,0.009109,0.009109
101,30568.8,1.18997,0.58082,0.84261,0.93013,0.83289,0.8902,0.60513,1.10512,0.50857,0.82514,0.0091,0.0091,0.0091
102,30870.9,1.1893,0.5815,0.8424,0.92963,0.83346,0.89019,0.60536,1.1046,0.50828,0.82511,0.009091,0.009091,0.009091
103,31169.5,1.18626,0.57994,0.84232,0.92903,0.83354,0.89016,0.60551,1.10449,0.50817,0.82506,0.009082,0.009082,0.009082
104,31467.5,1.18741,0.5798,0.84215,0.92813,0.83432,0.89056,0.60582,1.10394,0.50793,0.825,0.009073,0.009073,0.009073
105,31769.4,1.18587,0.58017,0.84266,0.92815,0.83432,0.89013,0.60603,1.10374,0.50763,0.82494,0.009064,0.009064,0.009064
106,32068.7,1.18825,0.5802,0.84156,0.92762,0.83538,0.8903,0.60605,1.10339,0.50746,0.82486,0.009055,0.009055,0.009055
107,32364.6,1.18566,0.57955,0.84228,0.92716,0.83639,0.89068,0.60631,1.10305,0.50721,0.82479,0.009046,0.009046,0.009046
108,32661.7,1.18666,0.57954,0.84155,0.92702,0.83629,0.89101,0.60629,1.10265,0.50717,0.82474,0.009037,0.009037,0.009037
109,32979,1.18629,0.57986,0.84207,0.9266,0.83702,0.89089,0.6064,1.10215,0.50687,0.82461,0.009028,0.009028,0.009028
110,33279.4,1.18647,0.57869,0.84236,0.9276,0.83659,0.89088,0.60662,1.10153,0.50653,0.82454,0.009019,0.009019,0.009019
111,33578.5,1.18649,0.57915,0.84237,0.92699,0.83718,0.8917,0.60669,1.10142,0.50647,0.82446,0.00901,0.00901,0.00901
112,33885.1,1.18573,0.57955,0.84168,0.92679,0.8373,0.89158,0.60668,1.1009,0.50638,0.82439,0.009001,0.009001,0.009001
113,34192.7,1.18357,0.57811,0.84171,0.92836,0.83649,0.89163,0.60668,1.10042,0.50622,0.82434,0.008992,0.008992,0.008992
114,34495.8,1.18235,0.57794,0.84182,0.92762,0.83674,0.89184,0.60672,1.09978,0.50605,0.82428,0.008983,0.008983,0.008983
115,34802.4,1.18178,0.57702,0.84152,0.92605,0.83828,0.89191,0.60696,1.09979,0.50613,0.82425,0.008974,0.008974,0.008974
