epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
14,6543.71,1.76984,0.78847,0.00207,0.84743,0.81379,0.84053,0.5726,1.49639,0.73462,0.00258,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,7035.8,1.75706,0.77952,0.00206,0.75685,0.85099,0.83964,0.567,1.49185,0.72003,0.00256,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,7521.9,1.76033,0.77742,0.00205,0.75589,0.81248,0.81651,0.55132,1.47942,0.70796,0.00253,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,7957.01,1.74584,0.76842,0.00203,0.8203,0.81468,0.82685,0.56355,1.45928,0.69482,0.00252,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,8443.02,1.7352,0.76304,0.00202,0.81775,0.78725,0.82144,0.55862,1.44732,0.69714,0.0025,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,8940.97,1.73113,0.75899,0.00202,0.78353,0.80584,0.81476,0.55237,1.44525,0.68755,0.00248,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,9431.55,1.72989,0.75549,0.00201,0.78955,0.75845,0.8092,0.55135,1.44811,0.68794,0.00248,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,9897.25,1.71832,0.74826,0.00199,0.74816,0.796,0.80589,0.55397,1.44343,0.68175,0.00247,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,10381.9,1.7229,0.74831,0.00198,0.76816,0.81653,0.81854,0.56278,1.43903,0.68236,0.00246,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,10842.9,1.71317,0.74559,0.00198,0.81009,0.77817,0.81982,0.56713,1.43728,0.68201,0.00245,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,11310.8,1.70762,0.73988,0.00197,0.78701,0.776,0.8197,0.56801,1.43338,0.68157,0.00245,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,11783.1,1.70185,0.73813,0.00197,0.80432,0.76528,0.81589,0.56318,1.43086,0.68118,0.00245,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,12259.7,1.70082,0.73597,0.00196,0.76125,0.78408,0.81456,0.56395,1.42984,0.67705,0.00245,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,12734.9,1.69081,0.72742,0.00196,0.76025,0.79177,0.81692,0.56565,1.42531,0.67531,0.00244,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,13202.8,1.69496,0.7297,0.00195,0.81911,0.74336,0.81725,0.5679,1.42556,0.6714,0.00244,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,13671.5,1.6887,0.72357,0.00194,0.83691,0.73351,0.81818,0.56614,1.42407,0.67062,0.00244,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,14119.3,1.68666,0.71846,0.00193,0.84181,0.7432,0.81897,0.56832,1.42337,0.66864,0.00244,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,14582.4,1.68484,0.72383,0.00193,0.8514,0.73807,0.81612,0.5666,1.42113,0.66924,0.00244,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,15058.8,1.67519,0.7162,0.00192,0.83902,0.74615,0.81475,0.56564,1.41852,0.66884,0.00243,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,15550.2,1.67037,0.71255,0.00191,0.84463,0.7506,0.81511,0.56692,1.41914,0.66621,0.00243,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,16057.7,1.6696,0.71139,0.00191,0.85159,0.74533,0.80989,0.56226,1.41798,0.66753,0.00243,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,16573,1.66046,0.70667,0.00191,0.83226,0.74507,0.80546,0.5591,1.4174,0.66652,0.00243,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,17051.3,1.66321,0.70545,0.00189,0.83383,0.74309,0.80517,0.55884,1.41644,0.66509,0.00243,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,17543.1,1.65867,0.70474,0.00189,0.85358,0.74187,0.80734,0.56065,1.41602,0.66519,0.00243,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,18020.4,1.65285,0.70107,0.00188,0.84978,0.74107,0.80846,0.56141,1.41647,0.6656,0.00243,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,18491.9,1.64482,0.69852,0.00188,0.85361,0.73903,0.80781,0.56146,1.41521,0.66531,0.00242,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,18978.2,1.65316,0.69775,0.00187,0.79607,0.78318,0.80806,0.56136,1.41271,0.66478,0.00242,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,19472.1,1.64633,0.69601,0.00187,0.79749,0.78741,0.80793,0.56115,1.41243,0.66304,0.00242,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,19934.1,1.63649,0.6935,0.00187,0.79556,0.78993,0.80802,0.56181,1.41148,0.66347,0.00242,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,20394.2,1.63606,0.69129,0.00186,0.79673,0.79071,0.80742,0.56209,1.40887,0.66289,0.00242,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,20915.7,1.63486,0.69046,0.00186,0.8052,0.78169,0.80955,0.5641,1.40868,0.66068,0.00241,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
